Date,Close/Last,Volume,Open,High,Low
01/10/2020,$52.38,8903407,$51.34,$53.6,$50.78
01/09/2020,$55.73,7113433,$54.46,$56.56,$53.025
01/08/2020,$54.75,16411990,$48.69,$57.8,$48.42
01/07/2020,$48.63,2104940,$48.91,$49.25,$47.6
01/06/2020,$49.25,3500682,$47.17,$49.395,$46.16
01/03/2020,$47.17,3131144,$47.04,$47.675,$46.67
01/02/2020,$47.24,2355039,$49.31,$49.74,$46.69
12/31/2019,$48.64,3102032,$47.48,$48.92,$47.18
12/30/2019,$48.3,2927852,$48.97,$49.18,$48.13
12/27/2019,$49.06,2057994,$49.39,$49.505,$48.43
12/26/2019,$49.06,1856525,$48.86,$49.2599,$48.44
12/24/2019,$48.58,821775,$48.55,$49.2177,$48.26
12/23/2019,$48.63,2127945,$49.11,$49.65,$48.52
12/20/2019,$48.98,3488927,$48.5,$49.06,$47.64
12/19/2019,$48.5,2959735,$46.7,$48.69,$46.7
12/18/2019,$46.48,3304871,$45.81,$47.36,$45.48
12/17/2019,$45.79,2396995,$44.86,$45.92,$44.2
12/16/2019,$45.02,3165570,$43.48,$45.5,$43.23
12/13/2019,$43.54,3110428,$42.19,$43.805,$41.87
12/12/2019,$42.58,2472494,$40.12,$42.64,$40.02
12/11/2019,$40.21,1588586,$39.31,$40.44,$39.12
12/10/2019,$39.04,2460847,$39.64,$39.92,$38.95
12/09/2019,$39.57,3033607,$41,$41.06,$39.46
12/06/2019,$41.01,2460176,$40.49,$41.64,$40.21
12/05/2019,$40.15,3874285,$42.56,$42.56,$39.8
12/04/2019,$42.53,3090317,$43.05,$43.72,$42.07
12/03/2019,$42.91,2375757,$41.37,$43.01,$41.24
12/02/2019,$42.26,3050278,$43.32,$43.57,$41.29
11/29/2019,$43.12,2393772,$42.95,$43.58,$42.72
11/27/2019,$43.24,3598843,$42.67,$43.815,$42.5271
11/26/2019,$42.34,3301063,$42.53,$42.99,$41.72
11/25/2019,$42.67,2288860,$43,$43.38,$42.12
11/22/2019,$42.72,2423887,$41.77,$42.8099,$41.6
11/21/2019,$41.74,4426059,$40.49,$42.24,$40.41
11/20/2019,$40.57,3259594,$39.76,$40.98,$39.64
11/19/2019,$40.06,3182693,$41.15,$41.6,$39.85
11/18/2019,$40.99,3446155,$39.45,$41.32,$39.07
11/15/2019,$39.79,7671041,$40.49,$40.69,$38.58
11/14/2019,$38.5,5983046,$36.76,$38.6,$36.32
11/13/2019,$36.63,2092110,$36.95,$37.19,$36.3
11/12/2019,$37.31,3167255,$37.42,$37.49,$36.29
