Date,Close/Last,Volume,Open,High,Low
12/31/2020,$144.15,5938018,$144.2,$144.27,$142.85
12/30/2020,$144.18,6250385,$144.88,$145.15,$143.94
12/29/2020,$144.3,5979380,$145.64,$145.845,$143.59
12/28/2020,$145.22,6448325,$144.04,$145.3,$143.33
12/24/2020,$143.5,3018157,$143.54,$144.39,$143.18
12/23/2020,$143.22,6810150,$143.54,$144.22,$142.3
12/22/2020,$144.2,12554060,$145.15,$146.23,$143.14
12/21/2020,$145.97,8517668,$145.5,$146.67,$145.0638
12/18/2020,$145.95,13794740,$146.615,$147.18,$145.16
12/17/2020,$146.1,10226460,$146.06,$146.44,$145.15
12/16/2020,$145.43,8550348,$146.24,$146.89,$145.08
12/15/2020,$145.58,10631500,$145.52,$146.36,$144.86
12/14/2020,$145.65,8362652,$147.7,$147.72,$145.4
12/11/2020,$147,5620262,$146.92,$147.5081,$145.94
12/10/2020,$147.04,6884118,$147.75,$148.15,$146.57
12/09/2020,$148.27,6713231,$150,$150,$147.89
12/08/2020,$149.45,6905454,$147.36,$149.85,$147.18
12/07/2020,$148.11,6159738,$148.46,$148.99,$147.16
12/04/2020,$148.91,6963068,$149.51,$149.51,$147.58
12/03/2020,$149.3,8575283,$150.28,$150.28,$148.39
12/02/2020,$150.52,7849016,$152,$152.62,$149.532
12/01/2020,$152.64,7647091,$153.6,$153.6597,$151.66
11/30/2020,$152.79,10898520,$151.6,$152.95,$150.1
11/27/2020,$151.6,3666527,$152.15,$152.72,$151.1
11/25/2020,$151.83,4611107,$151.25,$152.39,$151.21
11/24/2020,$151.36,5722923,$151.74,$151.98,$150.27
11/23/2020,$150.93,6185714,$150.37,$151.4,$149.37
11/20/2020,$150.24,7320855,$151.17,$152.76,$149.81
11/19/2020,$152.12,6196868,$149.46,$152.45,$149.32
11/18/2020,$149.09,8312289,$149.86,$151.67,$149.05
11/17/2020,$149.37,14237210,$150.5,$153.2448,$149.18
11/16/2020,$152.44,11520140,$150.53,$153.4,$149.28
11/13/2020,$150.54,6603838,$148.94,$150.935,$147.52
11/12/2020,$148.23,4192331,$148.48,$148.7106,$147.1
11/11/2020,$147.98,6268607,$146.92,$148.955,$146.4
11/10/2020,$145.56,6066444,$143.75,$146.4371,$143.5301
11/09/2020,$143.54,9399524,$148,$148.1992,$143.48
11/06/2020,$145.77,5399488,$144.36,$146.22,$143.55
11/05/2020,$143.47,4734235,$144,$144.23,$142.94
11/04/2020,$141.96,5975827,$141.57,$144.39,$141.3361
11/03/2020,$142.78,5137741,$141.65,$144.16,$141.57
11/02/2020,$140.4,5525218,$140.59,$140.81,$139.03
10/30/2020,$138.75,6202739,$139.18,$140.09,$137.37
10/29/2020,$139.92,5051348,$140,$141.11,$138.7
10/28/2020,$140.04,5616441,$140.96,$142.13,$139.88
10/27/2020,$142.87,3943651,$142.05,$143.7,$141.97
10/26/2020,$142.16,5370597,$142.84,$143.124,$140.94
10/23/2020,$143.85,3513489,$143.97,$144.14,$142.85
10/22/2020,$143.55,4451577,$144.19,$144.56,$142.69
10/21/2020,$144.4,4371427,$143.84,$145.7259,$143.84
