Date,Close/Last,Volume,Open,High,Low
04/30/2021,$119.52,1863942,$118.92,$119.92,$118.36
04/29/2021,$118.91,2055840,$118,$119.23,$117.74
04/28/2021,$117.57,1789695,$115.91,$118.7,$115.5
04/27/2021,$116.41,1081961,$116.04,$116.5,$115.8
04/26/2021,$115.68,2121141,$117.95,$117.95,$115.36
04/23/2021,$117.72,1097597,$117.73,$118.19,$117.34
04/22/2021,$117.82,829656,$118.18,$118.53,$117.475
04/21/2021,$117.45,846631,$117.76,$118.265,$117.17
04/20/2021,$117.96,827485,$117.11,$118.08,$116.92
04/19/2021,$117.71,768495,$118.38,$118.71,$117.15
04/16/2021,$118.06,1586523,$118.64,$118.64,$117.72
04/15/2021,$117.61,1243812,$118.47,$118.97,$117.25
04/14/2021,$118.16,1353536,$117.53,$118.83,$117.43
04/13/2021,$117.45,1462025,$116.47,$117.99,$116.13
04/12/2021,$116.42,1542065,$115,$116.55,$114.985
04/09/2021,$114.96,1042083,$114.78,$114.97,$113.6
04/08/2021,$114.66,1216338,$113.78,$114.67,$113.4
04/07/2021,$114.05,1095580,$113.76,$114.64,$113.59
04/06/2021,$114.08,2279995,$111.4,$114.7,$111.28
04/05/2021,$110.64,1239156,$110.07,$111.29,$109.95
04/01/2021,$109.8,927764,$108.67,$109.97,$107.99
03/31/2021,$108.18,1604376,$109.2,$109.48,$108.15
03/30/2021,$109.77,1693955,$108.25,$110.68,$108.25
03/29/2021,$109.21,1717935,$108,$109.97,$107.08
03/26/2021,$108.06,1391420,$107.95,$108.14,$106.29
03/25/2021,$107.38,1430361,$107.08,$107.5,$106.01
03/24/2021,$107.08,1199070,$108,$108.84,$107.08
03/23/2021,$108,1473913,$107.96,$108.38,$107.45
03/22/2021,$108.75,1915796,$107.78,$108.98,$107.63
03/19/2021,$107.96,3184196,$108.48,$109.5294,$107.565
03/18/2021,$108.31,1645363,$110.81,$110.97,$108.27
03/17/2021,$111.02,2707847,$108.8,$111.68,$108.26
03/16/2021,$108.8,2289463,$108,$109.14,$107.62
03/15/2021,$107.99,1954940,$105.24,$108.01,$105.12
03/12/2021,$104.81,1562765,$104.93,$105.405,$104.11
03/11/2021,$104.63,1846145,$105.08,$105.78,$104.48
03/10/2021,$104.61,1995481,$103.2,$105.21,$102.8
03/09/2021,$102.68,2502623,$104.48,$104.78,$102.65
03/08/2021,$104.14,2036908,$104.5,$105.435,$104.0901
03/05/2021,$104.33,1638022,$103.8,$104.8,$101.94
03/04/2021,$103.57,1789155,$103.7,$104.345,$101.96
03/03/2021,$103.51,1740766,$104.77,$105.1625,$103.48
03/02/2021,$104.74,2450794,$104.27,$105.49,$103.72
03/01/2021,$104.51,1446425,$104.01,$105.855,$103.97
02/26/2021,$103.53,2018858,$105.22,$105.275,$103.21
02/25/2021,$104.7,1751754,$104.65,$105.02,$103.88
02/24/2021,$104.68,1704437,$104.57,$105.07,$103.71
02/23/2021,$104.65,1795798,$105.6,$106.73,$103.94
02/22/2021,$105.01,2102659,$104.42,$105.54,$103.76
02/19/2021,$105.13,1726755,$105.53,$106.06,$104.93
02/18/2021,$105.37,1485616,$103.93,$105.89,$103.93
02/17/2021,$104.34,2263220,$104.74,$105.43,$103.95
02/16/2021,$105.6,1904318,$105.67,$106.18,$104.97
02/12/2021,$105.47,1163791,$105.45,$105.9,$104.53
02/11/2021,$105.48,1791337,$104.75,$105.98,$104.26
02/10/2021,$104.82,2005396,$103.78,$105.34,$102.985
02/09/2021,$103.12,1598482,$103.41,$103.962,$102.25
02/08/2021,$103.36,1946966,$104.82,$105.11,$102.785
02/05/2021,$105.34,2266228,$103.35,$105.89,$103.35
02/04/2021,$102.99,2777185,$105.44,$105.88,$102.85
02/03/2021,$104.73,1606784,$105.79,$106.15,$104.73
02/02/2021,$106.3,2000012,$104.31,$106.92,$103.64
02/01/2021,$103.06,1782226,$102.24,$103.71,$101.64
01/29/2021,$101.49,1901294,$102.09,$103.24,$101.18
01/28/2021,$102.53,1827261,$102.25,$104.2,$102.08
01/27/2021,$102.02,1914659,$105.54,$105.66,$101.79
01/26/2021,$106.34,1834490,$105.65,$107.2299,$103.93
01/25/2021,$105.26,1495526,$106.29,$106.38,$104.26
01/22/2021,$107.09,951381,$107.36,$107.61,$106.07
01/21/2021,$107.88,1199384,$109.5,$109.5,$107.87
01/20/2021,$109.41,1543746,$107.65,$109.63,$107.42
01/19/2021,$107.39,1748438,$106.96,$108,$106.75
01/15/2021,$106.62,1163527,$107.52,$107.52,$106
01/14/2021,$107.78,1497885,$107.78,$109.66,$107.31
01/13/2021,$107.15,1538817,$107.12,$107.73,$106.28
01/12/2021,$107.67,1182629,$107.49,$108.451,$106.475
01/11/2021,$107.67,1329134,$106.8,$108.04,$106.585
01/08/2021,$107.15,1252232,$105.81,$107.45,$105.6199
01/07/2021,$105.6,2222883,$106.5,$106.99,$105.28
01/06/2021,$106.41,1352714,$105.63,$106.7,$105.39
01/05/2021,$105.83,1475325,$105.64,$106.35,$105.2
01/04/2021,$105.82,2058186,$109.02,$109.02,$104.86
12/31/2020,$108.56,1651799,$108.74,$109.175,$107.38
12/30/2020,$109.51,1267853,$109.35,$110.66,$109.33
12/29/2020,$109.45,1818269,$109.63,$110.56,$109.4
